FileName,Test Id,Model Name,Is_Valid,had_outliers,source_type,is_synthetic,base_curve_id,aug_id,tmax_original,train_horizon,observed_tmax,is_censored,n_points_observed,max_gap_hours,median_dt_hours,missing_frac_on_grid,low_resolution,too_sparse,initial_OD,final_OD,max_OD,min_OD,range_OD,auc,auc_per_hour,net_change_per_hour,max_slope,time_of_max_slope,time_of_max_OD,monotonicity_fraction,largest_drop_frac,dip_fraction,roughness,noise_residual_std,lag_time,lag_time_est,plateau_OD,growth_phase_duration,symmetry_factor,final_to_peak_ratio,time_to_peak,num_slope_sign_changes,multi_phase_flag,logistic_fit_mse,logistic_AIC,gompertz_AIC,richards_AIC,flat_AIC,best_model_AIC,best_model_name
growth.xlsx,10.1N 16 d KOH 25 mM (E04),LAB,1,0,lab,0,10_1N_16_d_KOH_25_mM_E04_A,10_1N_16_d_KOH_25_mM_E04_A_H12,14.5,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,5.055859945343653,0.4213216621119711,0.08333333333333333,0.12573933264542048,6.5,12.0,1.0,,0.0,0.02016089731347603,0.09031934998398453,3.5,3.5,0.9629895058626217,7.0,1.0,1.0,12.0,0,0,,,,,,,
growth.xlsx,10.1N 16 d KOH 25 mM (E04),LAB,1,0,lab,0,10_1N_16_d_KOH_25_mM_E04_A,10_1N_16_d_KOH_25_mM_E04_A_H14.5,14.5,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.0,0.9994010016421326,1.0,0.0,1.0,7.460497519270217,0.5145170702944978,0.06892420700980226,0.12355144665408269,6.5,13.0,0.9310344827586207,0.0005084181183855341,0.0009817729182616253,0.0230306915208809,0.07928845878573175,3.5,3.5,0.9995266452001239,7.5,0.896551724137931,0.9994010016421326,13.0,3,0,,,,,,,
growth.xlsx,10.1N 21 c KCl 25 mM (A05),LAB,1,0,lab,0,10_1N_21_c_KCl_25_mM_A05_A,10_1N_21_c_KCl_25_mM_A05_A_H8,14.5,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,3.496474250944633,0.43705928136807914,0.125,0.1617782192971563,4.5,8.0,1.0,,0.0,0.02026760106696504,0.1136306248010981,2.0,2.0,0.9368540561636299,5.5,1.0,1.0,8.0,0,0,,,,,,,
growth.xlsx,10.1N 21 c KCl 25 mM (A05),LAB,1,0,lab,0,10_1N_21_c_KCl_25_mM_A05_A,10_1N_21_c_KCl_25_mM_A05_A_H12,14.5,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,0.9959070386879559,1.0,0.0,1.0,6.607537105019185,0.5506280920849321,0.08299225322399632,0.13087717384752717,4.5,11.5,0.9583333333333334,0.004092961312044063,0.004092961312044063,0.02154371168784325,0.08658622415511946,2.0,2.0,0.9952569294753486,7.0,0.9583333333333334,0.9959070386879559,11.5,1,0,,,,,,,
growth.xlsx,10.1N 21 c KCl 25 mM (A05),LAB,1,0,lab,0,10_1N_21_c_KCl_25_mM_A05_A,10_1N_21_c_KCl_25_mM_A05_A_H14.5,14.5,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.0,0.9932267040313593,1.0,0.0,1.0,9.019801537889895,0.6220552784751652,0.06849839338147305,0.1293336472270047,4.5,13.5,0.896551724137931,0.00496084365542393,0.008188653878335672,0.02443732858040291,0.07855763308589207,2.0,2.0,0.9981875476867832,7.0,0.9310344827586207,0.9932267040313593,13.5,3,0,,,,,,,
growth.xlsx,10.1N 21 c KOH 25 mM (E05),LAB,1,0,lab,0,10_1N_21_c_KOH_25_mM_E05_A,10_1N_21_c_KOH_25_mM_E05_A_H8,14.5,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,2.848770327292664,0.356096290911583,0.125,0.19993929959565748,7.0,8.0,1.0,,0.0,0.03282700019453749,0.11861194909874317,3.0,3.0,0.9042304265671964,4.5,1.0,1.0,8.0,0,0,,,,,,,
growth.xlsx,10.1N 21 c KOH 25 mM (E05),LAB,1,0,lab,0,10_1N_21_c_KOH_25_mM_E05_A,10_1N_21_c_KOH_25_mM_E05_A_H12,14.5,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,5.003706437614637,0.41697553646788643,0.08333333333333333,0.12181511803039147,7.0,12.0,1.0,,0.0,0.017424322183031027,0.09169397248002253,3.5,3.5,0.9416379606018581,7.5,1.0,1.0,12.0,0,0,,,,,,,
growth.xlsx,10.1N 21 c KOH 25 mM (E05),LAB,1,0,lab,0,10_1N_21_c_KOH_25_mM_E05_A,10_1N_21_c_KOH_25_mM_E05_A_H14.5,14.5,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.0,0.9984265150904973,1.0,0.0,1.0,7.305223711008066,0.5038085317936597,0.06885700104072395,0.11749070867228961,7.0,14.0,0.9655172413793104,0.0015734849095027093,0.0015734849095027093,0.020048975101048326,0.07930816630163019,3.5,3.5,0.9982222784751869,8.0,0.9655172413793104,0.9984265150904973,14.0,1,0,,,,,,,
growth.xlsx,10.1N 21 d KCl 25 mM (A06),LAB,1,0,lab,0,10_1N_21_d_KCl_25_mM_A06_A,10_1N_21_d_KCl_25_mM_A06_A_H8,14.5,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,3.3698288906602545,0.4212286113325318,0.125,0.15895672615750434,4.5,8.0,1.0,,0.0,0.022379355776402973,0.1151226263804154,2.0,2.0,0.9245105854060554,5.5,1.0,1.0,8.0,0,0,,,,,,,
growth.xlsx,10.1N 21 d KCl 25 mM (A06),LAB,1,0,lab,0,10_1N_21_d_KCl_25_mM_A06_A,10_1N_21_d_KCl_25_mM_A06_A_H12,14.5,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,6.5801601637428195,0.5483466803119016,0.08333333333333333,0.13159263380998443,4.5,12.0,1.0,,0.0,0.02270311172190191,0.08748577340118166,2.5,2.5,0.9885595329303141,6.5,1.0,1.0,12.0,0,0,,,,,,,
growth.xlsx,10.1N 21 d KCl 25 mM (A06),LAB,1,0,lab,0,10_1N_21_d_KCl_25_mM_A06_A,10_1N_21_d_KCl_25_mM_A06_A_H14.5,14.5,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.0,0.999770764026726,1.0,0.0,1.0,9.071360878924265,0.6256110950982252,0.06894970786391214,0.13156467529563043,4.5,14.0,0.9310344827586207,0.0032288725503900606,0.0034581085236640163,0.02598307569712891,0.07956441213916769,2.5,2.5,0.998523943976964,6.5,0.9655172413793104,0.999770764026726,14.0,3,0,,,,,,,
growth.xlsx,10.1N 21 d KOH 25 mM (E06),LAB,1,0,lab,0,10_1N_21_d_KOH_25_mM_E06_A,10_1N_21_d_KOH_25_mM_E06_A_H8,14.5,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,2.7727434048531645,0.34659292560664556,0.125,0.20494519749949802,6.5,8.0,1.0,,0.0,0.0351497283508069,0.11872507463179838,3.0,3.0,0.90482134727505,4.5,1.0,1.0,8.0,0,0,,,,,,,
growth.xlsx,10.1N 21 d KOH 25 mM (E06),LAB,1,0,lab,0,10_1N_21_d_KOH_25_mM_E06_A,10_1N_21_d_KOH_25_mM_E06_A_H10,14.5,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,3.804515134101009,0.38045151341010086,0.1,0.15227211557346632,6.5,10.0,1.0,,0.0,0.024420031247572197,0.1027009790054343,3.5,3.5,0.9047289973885402,6.0,1.0,1.0,10.0,0,0,,,,,,,
growth.xlsx,10.1N 21 d KOH 25 mM (E06),LAB,1,0,lab,0,10_1N_21_d_KOH_25_mM_E06_A,10_1N_21_d_KOH_25_mM_E06_A_H12,14.5,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,5.035998452531084,0.41966653771092366,0.08333333333333333,0.1275321526267369,6.5,12.0,1.0,,0.0,0.01880834699445845,0.09119919863058391,3.5,3.5,0.9483227630240221,7.5,1.0,1.0,12.0,0,0,,,,,,,
growth.xlsx,10.2N 5 c KCl 25 mM (A01),LAB,1,0,lab,0,10_2N_5_c_KCl_25_mM_A01_A,10_2N_5_c_KCl_25_mM_A01_A_H8,14.5,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,3.3994261997241213,0.42492827496551516,0.125,0.158187546082177,5.0,8.0,1.0,,0.0,0.020109575165816476,0.11461438728053344,2.0,2.0,0.9285686567111519,5.5,1.0,1.0,8.0,0,0,,,,,,,
growth.xlsx,10.2N 5 c KCl 25 mM (A01),LAB,1,0,lab,0,10_2N_5_c_KCl_25_mM_A01_A,10_2N_5_c_KCl_25_mM_A01_A_H10,14.5,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,4.605066038713537,0.4605066038713537,0.1,0.12908351853344524,5.0,10.0,1.0,,0.0,0.015120714427123233,0.09951430469829757,2.5,2.5,0.9419642343078883,6.5,1.0,1.0,10.0,0,0,,,,,,,
growth.xlsx,10.2N 5 c KCl 25 mM (A01),LAB,1,0,lab,0,10_2N_5_c_KCl_25_mM_A01_A,10_2N_5_c_KCl_25_mM_A01_A_H12,14.5,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,6.336320918424509,0.5280267432020423,0.08333333333333333,0.12253676239509637,5.0,12.0,1.0,,0.0,0.018644861012185064,0.08744611022115013,2.5,2.5,0.9914779015716073,7.0,1.0,1.0,12.0,0,0,,,,,,,
growth.xlsx,10.2N 5 c KOH 25 mM (E01),LAB,1,0,lab,0,10_2N_5_c_KOH_25_mM_E01_A,10_2N_5_c_KOH_25_mM_E01_A_H8,14.5,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,2.718970084469879,0.3398712605587349,0.125,0.22369624885635964,8.0,8.0,1.0,,0.0,0.03797046844555518,0.12130042410841889,2.5,2.5,0.8881518755718202,5.5,1.0,1.0,8.0,0,0,,,,,,,
growth.xlsx,10.2N 5 c KOH 25 mM (E01),LAB,1,0,lab,0,10_2N_5_c_KOH_25_mM_E01_A,10_2N_5_c_KOH_25_mM_E01_A_H10,14.5,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,3.643341898428051,0.3643341898428051,0.1,0.1594619105199515,7.5,10.0,1.0,,0.0,0.02659378090699343,0.10404285156638476,3.0,3.0,0.8924104443772668,6.5,1.0,1.0,10.0,0,0,,,,,,,
growth.xlsx,10.2N 5 c KOH 25 mM (E01),LAB,1,0,lab,0,10_2N_5_c_KOH_25_mM_E01_A,10_2N_5_c_KOH_25_mM_E01_A_H12,14.5,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,4.753153799955489,0.3960961499962907,0.08333333333333333,0.12865186865314904,7.5,12.0,1.0,,0.0,0.019849030808977076,0.09247279705954083,3.5,3.5,0.9321910144901022,7.5,1.0,1.0,12.0,0,0,,,,,,,
growth.xlsx,10.2N 5 d KCl 25 mM (A02),LAB,1,0,lab,0,10_2N_5_d_KCl_25_mM_A02_A,10_2N_5_d_KCl_25_mM_A02_A_H8,14.5,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,3.384669059703253,0.42308363246290664,0.125,0.16044685445292262,4.0,8.0,1.0,,0.0,0.022453580320657984,0.11436259033410653,2.0,2.0,0.9317116691777346,5.5,1.0,1.0,8.0,0,0,,,,,,,
growth.xlsx,10.2N 5 d KCl 25 mM (A02),LAB,1,0,lab,0,10_2N_5_d_KCl_25_mM_A02_A,10_2N_5_d_KCl_25_mM_A02_A_H12,14.5,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,0.999391210425171,1.0,0.0,1.0,6.513429841911097,0.542785820159258,0.08328260086876425,0.12966376299288818,4.0,11.5,0.9583333333333334,0.0006087895748290162,0.0006087895748290162,0.022044073297644785,0.08700653987018156,2.5,2.5,0.9967596683920382,6.5,0.9583333333333334,0.999391210425171,11.5,1,0,,,,,,,
growth.xlsx,10.2N 5 d KCl 25 mM (A02),LAB,1,0,lab,0,10_2N_5_d_KCl_25_mM_A02_A,10_2N_5_d_KCl_25_mM_A02_A_H14.5,14.5,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.0,0.9947452987549685,1.0,0.0,1.0,8.954697346473337,0.6175653342395404,0.0686031240520668,0.12870258725115347,4.0,13.5,0.8620689655172413,0.004569668650289738,0.00686146468879667,0.02521235236917979,0.0788428454021055,2.5,2.5,0.9950265519747594,6.5,0.9310344827586207,0.9947452987549685,13.5,3,0,,,,,,,
growth.xlsx,10.2N 5 d KOH 25 mM (E02),LAB,1,0,lab,0,10_2N_5_d_KOH_25_mM_E02_A,10_2N_5_d_KOH_25_mM_E02_A_H8,14.5,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,2.845666827154546,0.3557083533943183,0.125,0.2074246762790457,6.5,8.0,1.0,,0.0,0.03301921280246306,0.11943059622508484,3.0,3.0,0.8993386209867468,5.0,1.0,1.0,8.0,0,0,,,,,,,
growth.xlsx,10.2N 5 d KOH 25 mM (E02),LAB,1,0,lab,0,10_2N_5_d_KOH_25_mM_E02_A,10_2N_5_d_KOH_25_mM_E02_A_H12,14.5,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,4.986848610623653,0.4155707175519711,0.08333333333333333,0.12490806158729173,6.5,12.0,1.0,,0.0,0.017797321132496848,0.09153675463725035,3.5,3.5,0.9438572932720917,7.5,1.0,1.0,12.0,0,0,,,,,,,
growth.xlsx,10.2N 5 d KOH 25 mM (E02),LAB,1,0,lab,0,10_2N_5_d_KOH_25_mM_E02_A,10_2N_5_d_KOH_25_mM_E02_A_H14.5,14.5,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.0,0.99941311798676,1.0,0.0,1.0,7.270584886614393,0.5014196473527167,0.06892504261977656,0.12009953518944538,6.5,14.0,0.9655172413793104,0.0005868820132399755,0.0005868820132399755,0.020032823271371458,0.07953726194883688,3.5,3.5,0.9972856706887647,8.0,0.9655172413793104,0.99941311798676,14.0,1,0,,,,,,,
growth.xlsx,E1-1 a KCl 25 mM (A07),LAB,1,0,lab,0,E1_1_a_KCl_25_mM_A07_A,E1_1_a_KCl_25_mM_A07_A_H8,14.5,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,3.441781634772287,0.43022270434653587,0.125,0.15884141818721242,7.0,8.0,1.0,,0.0,0.020510237690917164,0.11435822515682424,2.0,2.0,0.9336300252188099,5.5,1.0,1.0,8.0,0,0,,,,,,,
growth.xlsx,E1-1 a KCl 25 mM (A07),LAB,1,0,lab,0,E1_1_a_KCl_25_mM_A07_A,E1_1_a_KCl_25_mM_A07_A_H10,14.5,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,4.69166582419636,0.46916658241963594,0.1,0.13121092086599817,7.0,10.0,1.0,,0.0,0.016083255742862675,0.09900817371696442,2.0,2.0,0.9499159061457441,7.0,1.0,1.0,10.0,0,0,,,,,,,
growth.xlsx,E1-1 a KCl 25 mM (A07),LAB,1,0,lab,0,E1_1_a_KCl_25_mM_A07_A,E1_1_a_KCl_25_mM_A07_A_H12,14.5,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,6.378411701462254,0.5315343084551879,0.08333333333333333,0.12345394329131709,7.0,12.0,1.0,,0.0,0.018776682922321312,0.08750294589500103,2.5,2.5,0.993291173172764,7.0,1.0,1.0,12.0,0,0,,,,,,,
growth.xlsx,E1-1 a KCl 25 mM (A08),LAB,1,0,lab,0,E1_1_a_KCl_25_mM_A08_A,E1_1_a_KCl_25_mM_A08_A_H8,14.5,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,3.422000223759534,0.42775002796994177,0.125,0.15492364205933384,6.5,8.0,1.0,,0.0,0.020996436266969284,0.11442199085855696,2.0,2.0,0.9325253127971812,5.5,1.0,1.0,8.0,0,0,,,,,,,
growth.xlsx,E1-1 a KCl 25 mM (A08),LAB,1,0,lab,0,E1_1_a_KCl_25_mM_A08_A,E1_1_a_KCl_25_mM_A08_A_H12,14.5,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,6.354092139821541,0.5295076783184617,0.08333333333333333,0.12042765122306176,6.5,12.0,1.0,,0.0,0.018751466026907953,0.08770453306030972,2.5,2.5,0.9874389048974644,7.0,1.0,1.0,12.0,0,0,,,,,,,
growth.xlsx,E1-1 a KCl 25 mM (A08),LAB,1,0,lab,0,E1_1_a_KCl_25_mM_A08_A,E1_1_a_KCl_25_mM_A08_A_H14.5,14.5,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.0,0.9968358708690133,1.0,0.0,1.0,8.79758131092746,0.6067297455812042,0.06874730143924229,0.1194947748722126,6.5,13.5,0.9310344827586207,0.0028764810281691755,0.003164129130986737,0.022812323139328808,0.07900515844143433,2.5,2.5,0.9977822331272814,7.0,0.9310344827586207,0.9968358708690133,13.5,1,0,,,,,,,
growth.xlsx,E1-1 a KOH 25 mM (E07),LAB,1,0,lab,0,E1_1_a_KOH_25_mM_E07_A,E1_1_a_KOH_25_mM_E07_A_H8,14.5,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,2.766209097935931,0.34577613724199135,0.125,0.20060118519366799,7.0,8.0,1.0,,0.0,0.03543220587634695,0.11851238569797373,3.0,3.0,0.905900203257851,4.5,1.0,1.0,8.0,0,0,,,,,,,
growth.xlsx,E1-1 a KOH 25 mM (E07),LAB,1,0,lab,0,E1_1_a_KOH_25_mM_E07_A,E1_1_a_KOH_25_mM_E07_A_H10,14.5,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,3.7930878038025106,0.37930878038025106,0.1,0.14855582503688902,7.0,10.0,1.0,,0.0,0.024630697446792558,0.10269714281172866,3.5,3.5,0.9055562151252518,6.0,1.0,1.0,10.0,0,0,,,,,,,
growth.xlsx,E1-1 a KOH 25 mM (E07),LAB,1,0,lab,0,E1_1_a_KOH_25_mM_E07_A,E1_1_a_KOH_25_mM_E07_A_H12,14.5,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,4.879189163230725,0.40659909693589374,0.08333333333333333,0.12018139033911235,7.0,12.0,1.0,,0.0,0.018395524793048963,0.09247579492216276,3.5,3.5,0.9299582198500307,7.5,1.0,1.0,12.0,0,0,,,,,,,
growth.xlsx,E1-1 a KOH 25 mM (E08),LAB,1,0,lab,0,E1_1_a_KOH_25_mM_E08_A,E1_1_a_KOH_25_mM_E08_A_H8,14.5,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,2.8272921850559154,0.3534115231319894,0.125,0.1997962625874654,7.0,8.0,1.0,,0.0,0.033575922629000166,0.11847621962358064,3.0,3.0,0.9054903336060965,4.5,1.0,1.0,8.0,0,0,,,,,,,
growth.xlsx,E1-1 a KOH 25 mM (E08),LAB,1,0,lab,0,E1_1_a_KOH_25_mM_E08_A,E1_1_a_KOH_25_mM_E08_A_H10,14.5,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,3.8490108643447427,0.3849010864344743,0.1,0.14860634967953512,7.0,10.0,1.0,,0.0,0.023418480460089014,0.10262088665030937,3.5,3.5,0.9056615491628159,6.0,1.0,1.0,10.0,0,0,,,,,,,
growth.xlsx,E1-1 a KOH 25 mM (E08),LAB,1,0,lab,0,E1_1_a_KOH_25_mM_E08_A,E1_1_a_KOH_25_mM_E08_A_H14.5,14.5,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,6.864599173143103,0.4734206326305588,0.06896551724137931,0.10807555532804769,7.0,14.5,1.0,,0.0,0.016906312787438562,0.08035456002565426,3.5,3.5,0.9869738422949637,8.5,1.0,1.0,14.5,0,0,,,,,,,
growth.xlsx,E1-1 b KCl 25 mM (A09),LAB,1,0,lab,0,E1_1_b_KCl_25_mM_A09_A,E1_1_b_KCl_25_mM_A09_A_H10,14.5,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,4.709652755893693,0.4709652755893693,0.1,0.1320187877969361,7.0,10.0,1.0,,0.0,0.017589688036332752,0.09839930724688825,2.0,2.0,0.9574258317201634,7.0,1.0,1.0,10.0,0,0,,,,,,,
growth.xlsx,E1-1 b KCl 25 mM (A09),LAB,1,0,lab,0,E1_1_b_KCl_25_mM_A09_A,E1_1_b_KCl_25_mM_A09_A_H12,14.5,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,6.434659212306811,0.5362216010255676,0.08333333333333333,0.12531301189374022,7.0,12.0,1.0,,0.0,0.020242598141022684,0.08749437196145894,2.5,2.5,0.9901488497970224,7.0,1.0,1.0,12.0,0,0,,,,,,,
growth.xlsx,E1-1 b KCl 25 mM (A09),LAB,1,0,lab,0,E1_1_b_KCl_25_mM_A09_A,E1_1_b_KCl_25_mM_A09_A_H14.5,14.5,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.0,0.9918293236495694,1.0,0.0,1.0,8.935680190249434,0.6162538062240989,0.06840202232065996,0.1255806119157128,7.0,12.5,0.8620689655172413,0.005518489652474812,0.01179637829489144,0.02480771877204945,0.07858677416338915,2.5,2.5,0.9947384498554005,7.0,0.8620689655172413,0.9918293236495694,12.5,5,0,,,,,,,
