FileName,Test Id,Model Name,Is_Valid,had_outliers,source_type,is_synthetic,base_curve_id,aug_id,tmax_original,train_horizon,observed_tmax,is_censored,n_points_observed,max_gap_hours,median_dt_hours,missing_frac_on_grid,low_resolution,too_sparse,initial_OD,final_OD,max_OD,min_OD,range_OD,auc,auc_per_hour,net_change_per_hour,max_slope,time_of_max_slope,time_of_max_OD,monotonicity_fraction,largest_drop_frac,dip_fraction,roughness,noise_residual_std,lag_time,lag_time_est,plateau_OD,growth_phase_duration,symmetry_factor,final_to_peak_ratio,time_to_peak,num_slope_sign_changes,multi_phase_flag,logistic_fit_mse,logistic_AIC,gompertz_AIC,richards_AIC,flat_AIC,best_model_AIC,best_model_name,has_late_data,late_window_start,late_tmax,late_n_points,late_slope,late_delta,late_max_increase,late_growth_detected
SD,SD_101,ModifiedGompertz_VALID_late,1,0,lab,0,SD_101_A,SD_101_A_H12,16.0,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,2.747674624227291,0.22897288535227425,0.08333333333333333,0.41904674295824407,11.0,12.0,0.9166666666666666,0.018634782720284446,0.021239362722429357,0.056486506574591214,0.10827585350997787,4.5,4.5,0.7972957604813156,7.5,1.0,1.0,12.0,2,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_101,ModifiedGompertz_VALID_late,1,0,lab,0,SD_101_A,SD_101_A_H16,16.0,16.0,16.0,0,33,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,5.110244765519326,0.31939029784495787,0.0625,0.2829309677093741,11.0,16.0,0.9375,0.012581787585041242,0.014340341619565197,0.03419805286853872,0.08310325482781455,6.5,6.5,0.8902798875142195,9.0,1.0,1.0,16.0,2,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_102,Logistic_VALID_late,1,0,lab,0,SD_102_A,SD_102_A_H10,16.0,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.8016717979397584,1.0,1.0,0.0,1.0,5.087679428556064,0.5087679428556064,0.01983282020602416,1.609486223401433,7.0,10.0,0.6,0.3996041465003404,2.2142804132933183,0.2873865186222626,0.254087224514542,7.0,7.0,0.7467115514741145,,1.0,1.0,10.0,9,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_102,Logistic_VALID_late,1,0,lab,0,SD_102_A,SD_102_A_H14.5,16.0,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.052325197127106725,0.9592772826665059,1.0,0.0,1.0,4.0381090750387685,0.27849028103715645,0.06254841969237236,0.7070698092945368,11.0,12.0,0.5862068965517241,0.07136838206168072,0.28086477489494793,0.09484784074332023,0.09574815645081072,10.5,10.5,0.904234790746321,1.0,0.8275862068965517,0.9592772826665059,12.0,13,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_102,Logistic_VALID_late,1,0,lab,0,SD_102_A,SD_102_A_H16,16.0,16.0,16.0,0,33,0.5,0.5,0.0,0,0,0.052325197127106725,0.8999809418120839,1.0,0.0,1.0,5.460820443713333,0.3413012777320833,0.05297848404281107,0.7070698092945368,11.0,12.0,0.5625,0.07136838206168072,0.34102741343249815,0.09154695149982515,0.08372045904673739,10.5,10.5,0.940340149051121,1.0,0.75,0.8999809418120839,12.0,14,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_103,Richards_Invalid_Subtle,0,0,lab,0,SD_103_A,SD_103_A_H12,16.0,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,7.676342549998617,0.6396952124998848,0.08333333333333333,0.4584894428007751,2.5,12.0,0.6666666666666666,0.09448872883999682,0.3532368515891926,0.0874157563165064,0.11077653217829071,1.5,1.5,0.8619152958731572,10.0,1.0,1.0,12.0,8,1,,,,,,,,0,16.0,,0,,,,0
SD,SD_103,Richards_Invalid_Subtle,0,0,lab,0,SD_103_A,SD_103_A_H14.5,16.0,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.0,0.9054086690079294,1.0,0.0,1.0,10.021490134950627,0.6911372506862501,0.06244197717296065,0.47077077395501776,2.5,11.5,0.5862068965517241,0.09701975193649082,0.5933316505794812,0.09184308114421413,0.09393980471068049,1.0,1.0,0.8260582473649036,10.5,0.7931034482758621,0.9054086690079294,11.5,10,1,,,,,,,,0,16.0,,0,,,,0
SD,SD_103,Richards_Invalid_Subtle,0,0,lab,0,SD_103_A,SD_103_A_H16,16.0,16.0,16.0,0,33,0.5,0.5,0.0,0,0,0.0,0.8223724768555758,1.0,0.0,1.0,11.25387496798211,0.7033671854988819,0.05139827980347349,0.46279359273116705,2.5,15.0,0.5625,0.14254259735133523,0.7609052061363358,0.09387880448344359,0.08071186450546451,1.5,1.5,0.9014755641741828,10.0,0.9375,0.8223724768555758,15.0,11,1,,,,,,,,0,16.0,,0,,,,0
SD,SD_104,Richards_Invalid_Collapse,0,0,lab,0,SD_104_A,SD_104_A_H8,16.0,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,6.0905836815232846,0.7613229601904106,0.125,0.45951713219961116,1.5,8.0,0.6875,0.028053055057599585,0.06439149716367332,0.07851455724480871,0.11093173266517209,1.0,1.0,0.9679431811472499,2.5,1.0,1.0,8.0,4,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_104,Richards_Invalid_Collapse,0,0,lab,0,SD_104_A,SD_104_A_H10,16.0,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.0,0.11927628117723106,1.0,0.0,1.0,7.208545189303943,0.7208545189303943,0.011927628117723106,0.4390658618502829,1.5,8.5,0.6,0.3700762180826107,0.9422494078926533,0.14440892442578457,0.06321220713829516,1.0,1.0,0.6228480640376733,2.5,0.85,0.11927628117723106,8.5,5,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_104,Richards_Invalid_Collapse,0,0,lab,0,SD_104_A,SD_104_A_H16,16.0,16.0,16.0,0,33,0.5,0.5,0.0,0,0,0.0,0.13113670694736443,1.0,0.0,1.0,8.280683703853086,0.5175427314908179,0.008196044184210277,0.4390658618502829,1.5,8.5,0.53125,0.340939961311771,1.0307896629041446,0.11219084881526022,0.06108873509895431,1.0,1.0,0.15626608543025808,2.5,0.53125,0.13113670694736443,8.5,9,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_105,Gompertz_VALID_plain,1,0,lab,0,SD_105_A,SD_105_A_H8,16.0,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.07026953568072783,0.8613459460556407,1.0,0.0,1.0,1.725102504945166,0.21563781311814575,0.09888455129686412,0.8665606934382806,6.5,7.5,0.625,0.13865405394435926,0.2585291617652894,0.13738810870867418,0.12809640734227712,6.0,6.0,0.9271514087391717,1.5,0.9375,0.8613459460556407,7.5,6,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_105,Gompertz_VALID_plain,1,0,lab,0,SD_105_A,SD_105_A_H10,16.0,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.06970606151072962,0.965252953761361,1.0,0.0,1.0,3.6149128768082166,0.36149128768082167,0.08955468922506313,0.8596119557988754,6.5,9.0,0.55,0.04088461383456184,0.1760938139495201,0.1179635405582791,0.11683910912836325,6.0,6.0,0.9822849822552879,3.0,0.9,0.965252953761361,9.0,8,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_105,Gompertz_VALID_plain,1,0,lab,0,SD_105_A,SD_105_A_H14.5,16.0,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.06669968439100951,0.8719703031479359,1.0,0.0,1.0,7.664642225650789,0.5285960155621234,0.055535904741856996,0.8225374509460397,6.5,13.5,0.5517241379310345,0.09362176419015855,0.3511955611678078,0.0993513074148471,0.08893533062673366,6.0,6.0,0.9655920673380944,7.0,0.9310344827586207,0.8719703031479359,13.5,12,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_106,Diauxic_VALID_diauxic,1,0,lab,0,SD_106_A,SD_106_A_H8,16.0,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.03730701664870074,0.7813339278176303,1.0,0.0,1.0,4.163649172249845,0.5204561465312306,0.0930033638961162,0.42543420343759314,3.0,5.5,0.5625,0.08540179868143571,0.27706948244934126,0.09309633713513103,0.0919075672174177,2.5,2.5,0.7813339278176303,2.5,0.6875,0.7813339278176303,5.5,3,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_106,Diauxic_VALID_diauxic,1,0,lab,0,SD_106_A,SD_106_A_H12,16.0,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.019036439936466483,0.9023129446520393,1.0,0.0,1.0,5.194320975473646,0.4328600812894705,0.0736063753929644,0.39650742805453465,10.0,11.0,0.625,0.07861055985381538,0.22801529630596123,0.0635484952554406,0.08183359664192208,2.5,2.5,0.9768450913584978,8.0,0.9166666666666666,0.9023129446520393,11.0,4,1,,,,,,,,0,16.0,,0,,,,0
SD,SD_106,Diauxic_VALID_diauxic,1,0,lab,0,SD_106_A,SD_106_A_H14.5,16.0,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.01798636308444838,1.0,1.0,0.0,1.0,7.270953094702823,0.5014450410139878,0.06772507840796908,0.37463551958620234,10.0,14.5,0.6551724137931034,0.05784343144256732,0.20728910968687464,0.05444590067020545,0.08807464420649336,3.0,3.0,0.9497517773681301,7.5,1.0,1.0,14.5,7,1,,,,,,,,0,16.0,,0,,,,0
SD,SD_107,Flat_Invalid_NoGrowth,0,0,lab,0,SD_107_A,SD_107_A_H8,16.0,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.1486664744498955,0.49236809474086823,1.0,0.0,1.0,4.343022875190034,0.5428778593987542,0.04296270253637159,0.6709449087035622,1.5,3.0,0.625,0.4369654966446845,1.3413012483085667,0.22553321163701415,0.1539726828637695,1.5,1.5,0.7960600594098145,,0.375,0.49236809474086823,3.0,4,1,,,,,,,,0,16.0,,0,,,,0
SD,SD_107,Flat_Invalid_NoGrowth,0,0,lab,0,SD_107_A,SD_107_A_H10,16.0,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.1486664744498955,0.0332058470334569,1.0,0.0,1.0,4.765462339737225,0.47654623397372253,-0.01154606274164386,0.6709449087035622,1.5,3.0,0.5,0.4369654966446845,1.800463496015978,0.21571165716380186,0.1447183971708566,1.5,1.5,0.2121724148392804,,0.3,0.0332058470334569,3.0,4,1,,,,,,,,0,16.0,,0,,,,0
SD,SD_107,Flat_Invalid_NoGrowth,0,0,lab,0,SD_107_A,SD_107_A_H12,16.0,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.16247004895752856,0.7623047606997003,1.0,0.0,1.0,5.464267800100771,0.45535565000839756,0.04998622597851431,0.6600661664012168,1.5,3.0,0.5833333333333334,0.42988051102015806,1.820152176690837,0.21423638335091252,0.16880257689029404,1.5,1.5,0.33596319975795186,,0.25,0.7623047606997003,3.0,5,1,,,,,,,,0,16.0,,0,,,,0
SD,SD_108,Logistic_Invalid_NearReal,0,0,lab,0,SD_108_A,SD_108_A_H10,16.0,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.07850901168984932,0.5452739949926234,1.0,0.0,1.0,2.9399950315151906,0.29399950315151907,0.04667649833027741,0.4780551420368755,7.0,8.5,0.5,0.17609812331143015,0.5370904624232663,0.10719318662491086,0.05648711353316825,6.5,6.5,0.7843710659147073,2.0,0.85,0.5452739949926234,8.5,6,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_108,Logistic_Invalid_NearReal,0,0,lab,0,SD_108_A,SD_108_A_H12,16.0,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.07850901168984932,0.602065893927874,1.0,0.0,1.0,3.9784067599334523,0.33153389666112104,0.04362974018650206,0.4780551420368755,7.0,8.5,0.5416666666666666,0.18293834876712511,0.6068943654490988,0.10154388230531435,0.07615826891424446,6.5,6.5,0.5304524501042506,2.0,0.7083333333333334,0.602065893927874,8.5,9,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_108,Logistic_Invalid_NearReal,0,0,lab,0,SD_108_A,SD_108_A_H14.5,16.0,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.07850901168984932,0.46861647788256805,1.0,0.0,1.0,5.249790904802731,0.3620545451588091,0.02690396318570474,0.4780551420368755,7.0,8.5,0.4482758620689655,0.18293834876712511,0.7111154599758507,0.09353179834997119,0.05951942516040909,6.5,6.5,0.48946849553285415,2.0,0.5862068965517241,0.46861647788256805,8.5,10,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_109,ModifiedGompertz_VALID_plain,1,0,lab,0,SD_109_A,SD_109_A_H8,16.0,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.0,0.9785332604423507,1.0,0.0,1.0,5.3523999817241386,0.6690499977155173,0.12231665755529383,0.28158849883692805,2.0,7.5,0.9375,0.021466739557649328,0.021466739557649328,0.045152326069298296,0.10313285320287187,1.0,1.0,0.9958788029068922,4.5,0.9375,0.9785332604423507,7.5,1,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_109,ModifiedGompertz_VALID_plain,1,0,lab,0,SD_109_A,SD_109_A_H10,16.0,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.0,0.9795668379655613,1.0,0.0,1.0,6.9863898776337345,0.6986389877633734,0.09795668379655613,0.26426292636218296,2.0,9.5,0.9,0.02043316203443868,0.02408264386113612,0.042056291514670975,0.09361171876145442,1.0,1.0,0.9877146561904132,6.0,0.95,0.9795668379655613,9.5,3,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_109,ModifiedGompertz_VALID_plain,1,0,lab,0,SD_109_A,SD_109_A_H14.5,16.0,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,10.095598322563049,0.696248160176762,0.06896551724137931,0.2274181106664116,2.0,14.5,0.896551724137931,0.009699703557192407,0.01669200922911307,0.032574232139213746,0.0837736208658298,1.0,1.0,0.9358010213651663,11.5,1.0,1.0,14.5,4,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_11,Richards_Invalid_Obvious,0,0,lab,0,SD_11_A,SD_11_A_H8,16.0,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.03388643559603884,1.0,1.0,0.0,1.0,1.2211735452196275,0.15264669315245344,0.12076419555049514,0.6921768344798309,8.0,8.0,0.75,0.04604253241833906,0.09578772082225903,0.10523003074927284,0.15190571820027504,6.0,6.0,0.6539115827600845,2.0,1.0,1.0,8.0,4,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_11,Richards_Invalid_Obvious,0,0,lab,0,SD_11_A,SD_11_A_H10,16.0,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.022161557890112545,0.031016946922745016,1.0,0.0,1.0,2.1995031376944505,0.21995031376944504,0.0008855389032632471,0.7064770697293961,8.5,8.5,0.65,0.5573478080124041,1.0316277391537267,0.17803097115374023,0.1074594405317424,6.5,6.5,0.735632521882834,2.0,0.85,0.031016946922745016,8.5,5,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_11,Richards_Invalid_Obvious,0,0,lab,0,SD_11_A,SD_11_A_H12,16.0,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.022161557890112545,0.18310930948573073,1.0,0.0,1.0,2.463726957705106,0.20531057980875886,0.013412312632968182,0.7064770697293961,8.5,8.5,0.7083333333333334,0.4014417784068848,0.9787410879188996,0.15253581367333888,0.10303066241286025,6.5,6.5,0.16639534754506796,2.0,0.7083333333333334,0.18310930948573073,8.5,6,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_110,Richards_VALID_fast,1,0,lab,0,SD_110_A,SD_110_A_H10,16.0,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.0,1.0,1.0,0.0,1.0,8.355314813610013,0.8355314813610013,0.1,0.4334498007885875,1.5,10.0,0.6,0.03989636172117739,0.1306715622089054,0.08040127507451893,0.10410005018474193,0.5,0.5,0.9487887988740636,2.5,1.0,1.0,10.0,8,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_110,Richards_VALID_fast,1,0,lab,0,SD_110_A,SD_110_A_H14.5,16.0,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.0,0.9997633474632497,1.0,0.0,1.0,12.677255716703481,0.8742934977036884,0.06894919637677584,0.4349390693863775,1.5,5.0,0.6206896551724138,0.04003343964477846,0.19843722545614684,0.07147749637895401,0.08679952767353544,0.5,0.5,0.9774191007632321,2.5,0.3448275862068966,0.9997633474632497,5.0,10,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_110,Richards_VALID_fast,1,0,lab,0,SD_110_A,SD_110_A_H16,16.0,16.0,16.0,0,33,0.5,0.5,0.0,0,0,0.0,0.9469511981385553,1.0,0.0,1.0,14.049642519011435,0.8781026574382147,0.05918444988365971,0.4321126674159338,1.5,14.0,0.53125,0.03977328690003823,0.2501965056247484,0.06926898708498488,0.07701096956927618,0.5,0.5,0.9712777804800885,2.5,0.875,0.9469511981385553,14.0,11,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_111,Richards_Invalid_Subtle,0,0,lab,0,SD_111_A,SD_111_A_H8,16.0,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.03404424039128633,0.9345700194258724,1.0,0.0,1.0,5.035132033016481,0.6293915041270601,0.11256572237932326,0.3702131112681302,2.5,7.0,0.6875,0.049245004084174315,0.12633274981013337,0.07360771505589146,0.09804929485909614,2.0,2.0,0.9838150235100467,3.0,0.875,0.9345700194258724,7.0,4,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_111,Richards_Invalid_Subtle,0,0,lab,0,SD_111_A,SD_111_A_H12,16.0,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.03404424039128633,0.7701745306610729,1.0,0.0,1.0,8.70092908679506,0.7250774238995884,0.06134419085581555,0.3702131112681302,2.5,7.0,0.5833333333333334,0.07906804709774418,0.35491672681300485,0.07320276427959074,0.06645743869729315,2.0,2.0,0.8358822803505994,3.0,0.5833333333333334,0.7701745306610729,7.0,10,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_111,Richards_Invalid_Subtle,0,0,lab,0,SD_111_A,SD_111_A_H16,16.0,16.0,16.0,0,33,0.5,0.5,0.0,0,0,0.03404424039128633,0.9983373009527166,1.0,0.0,1.0,12.426885059357959,0.7766803162098724,0.06026831628508939,0.3702131112681302,2.5,7.0,0.59375,0.07906804709774418,0.3935291432395022,0.06768526554428789,0.08297880091079655,2.0,2.0,0.9764314913783383,3.0,0.4375,0.9983373009527166,7.0,13,1,,,,,,,,0,16.0,,0,,,,0
SD,SD_112,Richards_Invalid_Collapse,0,0,lab,0,SD_112_A,SD_112_A_H10,16.0,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.019862911675119763,0.9449234156161667,1.0,0.0,1.0,4.734672133736058,0.47346721337360587,0.09250605039410469,0.6562398021145542,5.5,7.5,0.75,0.06847049285639184,0.1431415800174058,0.09191668734967069,0.10336506862586668,4.5,4.5,0.9143225786531375,2.5,0.75,0.9449234156161667,7.5,6,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_112,Richards_Invalid_Collapse,0,0,lab,0,SD_112_A,SD_112_A_H12,16.0,12.0,12.0,1,25,0.5,0.5,0.0,0,0,0.019862911675119763,0.9188300304125749,1.0,0.0,1.0,6.5688892812283965,0.5474074401023664,0.0749139265614546,0.6562398021145542,5.5,7.5,0.6666666666666666,0.06847049285639184,0.2295568154724434,0.08809708559171792,0.09301699488427567,4.5,4.5,0.9262830871184868,2.5,0.625,0.9188300304125749,7.5,9,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_112,Richards_Invalid_Collapse,0,0,lab,0,SD_112_A,SD_112_A_H14.5,16.0,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.019192954185794916,0.07415592171919913,1.0,0.0,1.0,6.74842707510692,0.46540876380047724,0.0037905494850623595,0.6341054455101088,5.5,11.5,0.6206896551724138,0.42137286288452663,1.1839495104236426,0.1377348862049716,0.08128802429410822,4.5,4.5,0.06423849881909716,3.0,0.7931034482758621,0.07415592171919913,11.5,12,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_113,Gompertz_Invalid_Obvious,0,0,lab,0,SD_113_A,SD_113_A_H8,16.0,8.0,8.0,1,17,0.5,0.5,0.0,0,0,0.11754729457644089,1.0,1.0,0.0,1.0,2.4371648605241756,0.30464560756552195,0.11030658817794489,0.5548478222043345,5.5,8.0,0.625,0.037477887437948484,0.14941897112421082,0.094942493708348,0.12840948904230193,5.0,5.0,0.9053059129755112,,1.0,1.0,8.0,3,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_113,Gompertz_Invalid_Obvious,0,0,lab,0,SD_113_A,SD_113_A_H10,16.0,10.0,10.0,1,21,0.5,0.5,0.0,0,0,0.1192686125748122,1.0,1.0,0.0,1.0,4.422346006084803,0.4422346006084803,0.08807313874251879,0.5629728032696909,5.5,10.0,0.65,0.0380266994069549,0.1846099421904165,0.08858667124280438,0.10756812187317731,5.0,5.0,0.9816538910884433,,1.0,1.0,10.0,5,0,,,,,,,,0,16.0,,0,,,,0
SD,SD_113,Gompertz_Invalid_Obvious,0,0,lab,0,SD_113_A,SD_113_A_H14.5,16.0,14.5,14.5,1,30,0.5,0.5,0.0,0,0,0.18265057411322905,0.10488006899082589,1.0,0.0,1.0,5.329323090864092,0.3675395235078684,-0.005363483111889873,0.48602683704289384,5.5,9.5,0.5862068965517241,0.3921799479557213,1.2294424511954323,0.1330794504081147,0.08234716290640313,5.0,5.0,0.10408547821627515,,0.6551724137931034,0.10488006899082589,9.5,9,0,,,,,,,,0,16.0,,0,,,,0
