FileName,Test Id,Model Name,base_curve_id,aug_id,Is_Valid,tmax_original,train_horizon,is_censored,too_sparse,low_resolution,is_synthetic,T0.0 (h),T0.5 (h),T1.0 (h),T1.5 (h),T2.0 (h),T2.5 (h),T3.0 (h),T3.5 (h),T4.0 (h),T4.5 (h),T5.0 (h),T5.5 (h),T6.0 (h),T6.5 (h),T7.0 (h),T7.5 (h),T8.0 (h),T8.5 (h),T9.0 (h),T9.5 (h),T10.0 (h),T10.5 (h),T11.0 (h),T11.5 (h),T12.0 (h),T12.5 (h),T13.0 (h),T13.5 (h),T14.0 (h),T14.5 (h),T15.0 (h),T15.5 (h),T16.0 (h)
SD1,SD1_102,Richards,SD1_102_A,SD1_102_A_H16,True,16.0,16.0,0,False,False,1,0.0015938120049979847,0.0021706828239399165,0.002105701991855525,0.0003612598905504648,0.0,0.0030074199692247546,0.005289666935560016,0.003996985677678297,0.0029838760558527928,0.0030456129377238244,0.0043186579525137415,0.0018537599713176396,0.002889726003803164,0.0037271395978987687,0.012161802748244965,0.015115500333714784,0.021641346009309437,0.028240631209504635,0.05433147083812989,0.10139561881823304,0.1863080649942399,0.2969295352537864,0.43643662054078824,0.6051561262386386,0.7657370106190405,0.8814958743405404,0.9429364999980218,0.9783183635387046,0.9846892524177577,0.9878414240877914,0.9861652051937614,0.9911334601333571,1.0
SD1,SD1_103,Diauxic,SD1_103_A,SD1_103_A_H8,False,16.0,8.0,1,False,False,1,0.0,0.2962112212373378,0.5738008325958913,0.9243795746530713,1.0,0.9757714744339748,0.9322499055520113,0.9050318528008603,0.9567039826134016,0.91988187011691,0.9621324372622584,0.9247784211662876,0.8832838140157262,0.8032942975599962,0.8227493147021838,0.8581025255439907,0.9261286890200593,,,,,,,,,,,,,,,,
SD1,SD1_103,Diauxic,SD1_103_A,SD1_103_A_H10,False,16.0,10.0,1,False,False,1,0.0,0.29344750953707255,0.5684471526507398,0.9157549228411538,0.9906697940452066,0.9666673256126934,0.9235518219318742,0.8965877192185799,0.9477777374178474,0.9112991828146387,0.9531555434668142,0.9161500480342575,0.8750425941144241,0.7957993963214504,0.8150728941468474,0.879690943799051,0.8621331176812151,0.8421168011901148,0.8774156019308178,0.9242116008616827,1.0,,,,,,,,,,,,
SD1,SD1_103,Diauxic,SD1_103_A,SD1_103_A_H14.5,False,16.0,14.5,1,False,False,1,0.0,0.1558506320371792,0.30190356074281266,0.48635949830039876,0.5261469548187867,0.5133991898724735,0.49050044893629224,0.47617975336517704,0.5033668871150467,0.4839930447550229,0.5062230519979146,0.4865693501787676,0.4647370889850979,0.4226508484844883,0.43288704650979765,0.46720583795291765,0.45788083702862836,0.4472501263399759,0.46599739877132706,0.5158382737495797,0.508770944221347,0.45147466080785864,0.4812546713710326,0.490847970073955,0.4879843252792492,0.4754411095396372,0.5065748251660015,0.5580362455099712,0.7300374001822552,1.0,,,
SD1,SD1_104,Flat,SD1_104_A,SD1_104_A_H8,False,16.0,8.0,1,False,False,1,0.9066485028476509,0.4617607499775446,0.20619694945597494,0.0,0.27450765013712086,0.6154126416136926,0.7180195615339111,0.47357261904961945,0.4705448685655282,0.5502019162249665,0.7695523364880852,0.377415383281767,0.35443099659434935,0.30442412177036543,1.0,0.8648185028752127,0.2698986049827613,,,,,,,,,,,,,,,,
SD1,SD1_104,Flat,SD1_104_A,SD1_104_A_H10,False,16.0,10.0,1,False,False,1,0.9066485028476509,0.4617607499775446,0.20619694945597494,0.0,0.27450765013712086,0.6154126416136926,0.7180195615339111,0.47357261904961945,0.4705448685655282,0.5502019162249665,0.7695523364880852,0.377415383281767,0.35443099659434935,0.30442412177036543,1.0,0.840483879649344,0.6197587003168414,0.41033928167190065,0.7845040175848872,0.6487270017048975,0.18078130674035292,,,,,,,,,,,,
SD1,SD1_104,Flat,SD1_104_A,SD1_104_A_H16,False,16.0,16.0,0,False,False,1,0.9066485028476509,0.4617607499775446,0.20619694945597494,0.0,0.27450765013712086,0.6154126416136926,0.7180195615339111,0.47357261904961945,0.4705448685655282,0.5502019162249665,0.7695523364880852,0.377415383281767,0.35443099659434935,0.30442412177036543,1.0,0.840483879649344,0.6197587003168414,0.41033928167190065,0.7845040175848872,0.5470913617680223,0.30562854088434527,0.2614235044483075,0.41291887616666023,0.7052439964222832,0.8834781399219501,0.6174953984801053,0.0968322968019083,0.034731156332441844,0.25101203400886896,0.49835037643997565,0.5294099224592357,0.35979477559482215,0.008532741196438038
SD1,SD1_105,ModifiedGompertz,SD1_105_A,SD1_105_A_H8,True,16.0,8.0,1,False,False,1,0.0,0.3875794591895381,0.6809426532274124,0.9290551217979377,0.9572556686314391,0.9203769956055633,0.9339780364926878,0.9626869827465288,1.0,0.9652645089028286,0.9599451562987117,0.916086607676112,0.9325543031419133,0.9242990246134759,0.9263196512458283,0.9352972801579783,0.9431881688193718,,,,,,,,,,,,,,,,
SD1,SD1_105,ModifiedGompertz,SD1_105_A,SD1_105_A_H12,True,16.0,12.0,1,False,False,1,0.0,0.3845027521914943,0.6755371525570925,0.9216800395353705,0.9496567230610157,0.913070802575779,0.9265638748472148,0.9550449219857869,0.9920617387606726,0.9576019870661069,0.9523248608725855,0.9088144728665298,0.9251514434637139,0.9169616974928386,0.9189662838631162,0.9097515798490401,0.9344751419785358,0.9519466398622435,0.9357173740385611,0.9546415610329454,0.9807447686036802,1.0,0.9912131077879004,0.975429463216562,0.9511865154574545,,,,,,,,
SD1,SD1_105,ModifiedGompertz,SD1_105_A,SD1_105_A_H14.5,True,16.0,14.5,1,False,False,1,0.0,0.37403400714531065,0.6571444982027668,0.8965857241031447,0.923800694571085,0.8882108883442169,0.9013365886457662,0.9290421905646548,0.9650511611927212,0.9315296351747965,0.9263961877674,0.8840704444909327,0.8999626131223725,0.8919958469925345,0.8939458550704231,0.8849820371331035,0.9090324579987409,0.9260282644709386,0.9102408681663338,0.9286498118036255,0.9540423149037468,0.9727732896929437,0.9642256356496023,0.9379407048670956,0.9639201095828674,0.9992515962524514,1.0,0.962016750247642,0.9234209040626319,0.8823970909019828,,,
SD1,SD1_106,ModifiedGompertz,SD1_106_A,SD1_106_A_H8,True,16.0,8.0,1,False,False,1,0.06702143991977456,0.3569727219048142,0.5640488166663465,0.7945308867045621,0.5394713759633256,0.2981905987843959,0.0,0.5072246584757493,0.6468908018730788,0.5584436441839735,0.09682758088229086,0.29469206009992516,0.2732427244206769,0.20094320192471127,0.2175882889081899,0.48785949841493226,1.0,,,,,,,,,,,,,,,,
SD1,SD1_106,ModifiedGompertz,SD1_106_A,SD1_106_A_H12,True,16.0,12.0,1,False,False,1,0.004250140473206048,0.022637296587692906,0.035768952553797674,0.05038489001187527,0.03421038300374372,0.0189096494217394,0.0,0.03216546902866285,0.04102234720824444,0.03541350255965922,0.0061402861669797556,0.018687790851142517,0.01732758895451245,0.012742740775759558,0.013798282971707586,0.038176734439750344,0.028974027571578412,0.09483574320988063,0.3569101496105798,0.7120742128072486,0.9166230294932677,0.9701671337296538,1.0,0.9908810525983872,0.946286656191348,,,,,,,,
SD1,SD1_106,ModifiedGompertz,SD1_106_A,SD1_106_A_H16,True,16.0,16.0,0,False,False,1,0.004250140473206048,0.022637296587692906,0.035768952553797674,0.05038489001187527,0.03421038300374372,0.0189096494217394,0.0,0.03216546902866285,0.04102234720824444,0.03541350255965922,0.0061402861669797556,0.018687790851142517,0.01732758895451245,0.012742740775759558,0.013798282971707586,0.038176734439750344,0.028974027571578412,0.09483574320988063,0.3569101496105798,0.7120742128072486,0.9166230294932677,0.9701671337296538,1.0,0.9909947928602216,0.9626341125801241,0.9499033375042804,0.9672327240640417,0.9688736188978079,0.9694412287755846,0.9458420617967758,0.9336630008903525,0.9200183609565,0.9095725266303966
SD1,SD1_107,Flat,SD1_107_A,SD1_107_A_H10,False,16.0,10.0,1,False,False,1,0.12515177831725965,0.32962544140809785,0.3694985685317927,0.07802754388194903,0.05816325894126339,0.17582173469530307,0.3177325763401723,0.4343139732247082,0.45747114578510656,0.1867647302290901,0.3171940055493276,0.4020039181702072,0.3289842956842637,0.06469412911067603,0.29553650976603196,0.31758054673909236,0.20158456839526662,0.0,0.10642363019347374,0.4432969444938803,1.0,,,,,,,,,,,,
SD1,SD1_107,Flat,SD1_107_A,SD1_107_A_H12,False,16.0,12.0,1,False,False,1,0.17450444228258136,0.4596107589398679,0.5152075543217459,0.1087971198721781,0.08109950333388735,0.24515571545760884,0.44302803184062284,0.605582427130862,0.6378714567941065,0.26041399910487306,0.442277079702749,0.5605311444945718,0.45871678221445594,0.0902057731117266,0.41207911309199285,0.4428160505080072,0.2810779291638684,0.0,0.14839098958323507,0.7268371239984422,1.0,0.8831978502560388,0.5516739748332034,0.3385599556055373,0.21970625474924255,,,,,,,,
SD1,SD1_107,Flat,SD1_107_A,SD1_107_A_H16,False,16.0,16.0,0,False,False,1,0.1361469471874656,0.35858457759400686,0.40196074536165355,0.08488262842844739,0.06327317318059235,0.191268496139849,0.34564686872497347,0.47247048640017625,0.4976621248409764,0.20317288499507077,0.3450609819720743,0.43732184194401824,0.3578871042206678,0.07037781082936152,0.32150077392495885,0.34548148261262673,0.21929471523405,0.0,0.11577344368786352,0.5670724151231703,0.7801918702275666,0.6890637825722252,0.4304115501809925,0.34812254547933286,0.23499957730456345,0.06224446774723779,0.42851797062248415,0.8279819753733431,1.0,0.4608224204259337,0.14314946731084494,0.15090886148132648,0.4315869319793608
SD1,SD1_108,Gompertz,SD1_108_A,SD1_108_A_H10,False,16.0,10.0,1,False,False,1,0.001583706534990541,0.010130026194574053,0.02009002260894532,0.03705458091094101,0.05650374908396584,0.03319796771085835,0.0,0.015472210224888443,0.23485335394486073,0.5810526485777295,0.8490828009327195,0.9403394075371773,0.9736504574848808,0.9999700724323384,0.9801639831707967,0.9479084518694985,0.9453602214294633,0.9699029081190207,0.9701878791897917,0.9821675807391157,1.0,,,,,,,,,,,,
SD1,SD1_108,Gompertz,SD1_108_A,SD1_108_A_H14.5,False,16.0,14.5,1,False,False,1,0.0015677095840291293,0.010027703239725991,0.019887094162678053,0.036680294197694904,0.05593300716729028,0.03286263648013112,0.0,0.0153159261010538,0.23248111041162214,0.575183460997878,0.8405062524190897,0.9308410800016751,0.963815656479886,0.989869418139291,0.9702633893255999,0.9383336697457669,0.9358111788707882,0.9601059609474897,0.9603880535378454,1.0,0.9056579343254888,0.7717987474378896,0.6635691241794419,0.650307215567895,0.6154681877120703,0.7156408422783228,0.8632366795817292,0.9413198727839605,0.9595146746127012,0.9117596757754096,,,
SD1,SD1_108,Gompertz,SD1_108_A,SD1_108_A_H16,False,16.0,16.0,0,False,False,1,0.0015677095840291293,0.010027703239725991,0.019887094162678053,0.036680294197694904,0.05593300716729028,0.03286263648013112,0.0,0.0153159261010538,0.23248111041162214,0.575183460997878,0.8405062524190897,0.9308410800016751,0.963815656479886,0.989869418139291,0.9702633893255999,0.9383336697457669,0.9358111788707882,0.9601059609474897,0.9603880535378454,1.0,0.9056579343254888,0.7717987474378896,0.6635691241794419,0.650307215567895,0.6154681877120703,0.7156408422783228,0.8632366795817292,0.9413198727839605,0.9255851397367602,0.9335567865442765,0.9523198048682558,0.9643093412571971,0.9745174256002105
SD1,SD1_109,ModifiedGompertz,SD1_109_A,SD1_109_A_H8,True,16.0,8.0,1,False,False,1,0.0,0.2943741923826961,0.4196360736385669,0.37509936178182496,0.38654197018633435,0.2481390836700407,0.5208973666319926,0.7265756478736124,0.7182891500696411,0.3845401240753785,0.2981975999088025,0.33659302822571313,0.13438262800459133,0.07219666002628122,0.003514201517329665,0.3552150715700364,1.0,,,,,,,,,,,,,,,,
SD1,SD1_109,ModifiedGompertz,SD1_109_A,SD1_109_A_H12,True,16.0,12.0,1,False,False,1,0.0,0.011225015733965029,0.016001475846118055,0.014303211173917862,0.014739538347637079,0.009461988144622426,0.019862750497583258,0.027705632118369593,0.02738965310038516,0.014663204366350964,0.011370809117856883,0.012834895638081958,0.005124250538111291,0.0027529880869487807,0.0001340028044070756,0.0007700831754489752,0.044977548892329355,0.21402651977797668,0.47677612889408505,0.7298479598505565,0.8740451259456279,0.9454615545383399,0.9876875626439319,1.0,0.9836429607336544,,,,,,,,
SD1,SD1_109,ModifiedGompertz,SD1_109_A,SD1_109_A_H14.5,True,16.0,14.5,1,False,False,1,0.0,0.010798037403098027,0.015392810022380207,0.013759144120666575,0.01417887423539167,0.009102072042906,0.019107209101928566,0.026651762365499498,0.026347802590684564,0.014105443854126298,0.01093828508289637,0.012346680525846688,0.004929333756383605,0.0026482696361135303,0.00012890559161795643,0.0007407906705051252,0.043266688149887246,0.20588535647434236,0.45864046828236327,0.7020859262757848,0.8407981053780337,0.9094979883373414,0.9501177990987686,0.9555671222970301,0.9795212047206746,0.974728039482141,1.0,0.9857148280134647,0.9761092567732627,0.9674579272525781,,,
SD1,SD1_11,Logistic,SD1_11_A,SD1_11_A_H8,False,16.0,8.0,1,False,False,1,0.0,0.06770653699175494,0.15848871275949125,0.25571930543392113,0.43652211300171895,0.5830959951072023,0.7156059720373844,0.8260204465881844,0.9115074302899956,0.9246808094486844,0.9210349474802271,0.9253895495963221,0.9532501825624915,0.9775285047109089,1.0,0.9843627680513337,0.9365052634863686,,,,,,,,,,,,,,,,
SD1,SD1_11,Logistic,SD1_11_A,SD1_11_A_H10,False,16.0,10.0,1,False,False,1,0.0,0.06770653699175494,0.15848871275949125,0.25571930543392113,0.43652211300171895,0.5830959951072023,0.7156059720373844,0.8260204465881844,0.9115074302899956,0.9246808094486844,0.9210349474802271,0.9253895495963221,0.9532501825624915,0.9775285047109089,1.0,0.97674924108618,0.9344942984435314,0.9234388051568326,0.9459795947133203,0.95082060237323,0.9516391069464366,,,,,,,,,,,,
SD1,SD1_11,Logistic,SD1_11_A,SD1_11_A_H16,False,16.0,16.0,0,False,False,1,0.0,0.06538303992563683,0.15304982789739355,0.2469437413255717,0.421541907338879,0.5630857879087189,0.6910483967957509,0.7976737585211972,0.8802270704588382,0.8929483764620236,0.889427630176092,0.8936327946501158,0.9205373294043064,0.9439824881273225,0.9656828251842056,0.9432299666286309,0.9024250942394815,0.8917489942485772,0.9135162475893689,1.0,0.7039211073166235,0.3023161491752895,0.05188429463447781,0.11006628408959765,0.09078494505442769,0.10426157516328291,0.11185987477836933,0.09693391395879015,0.09272071016779357,0.12173811907190608,0.14281724932606338,0.14380061758255772,0.13390640032829004
SD1,SD1_110,Richards,SD1_110_A,SD1_110_A_H12,True,16.0,12.0,1,False,False,1,0.0017536387222727523,0.0,0.006222020220212838,0.02656020376412589,0.045897740229588105,0.081555481669039,0.20186746045102674,0.3989148516931073,0.6144791287890257,0.823866906146341,0.9104142926238639,0.9435088300267659,0.9009079604378387,0.9160907274021424,0.9625717981264608,1.0,0.9728730293437511,0.9385437811948167,0.9633399544855747,0.9966831975860363,0.977304231979082,0.9486730868631071,0.9738125363674798,0.9723478617271812,0.9696651285865607,,,,,,,,
SD1,SD1_110,Richards,SD1_110_A,SD1_110_A_H14.5,True,16.0,14.5,1,False,False,1,0.0017536387222727523,0.0,0.006222020220212838,0.02656020376412589,0.045897740229588105,0.081555481669039,0.20186746045102674,0.3989148516931073,0.6144791287890257,0.823866906146341,0.9104142926238639,0.9435088300267659,0.9009079604378387,0.9160907274021424,0.9625717981264608,1.0,0.9728730293437511,0.9385437811948167,0.9633399544855747,0.9966831975860363,0.977304231979082,0.9486730868631071,0.9738125363674798,0.9984003305215265,0.9709926174543346,0.9335347261535168,0.9428826345863067,0.9260862355626903,0.9395156687653535,0.9707380117294946,,,
SD1,SD1_110,Richards,SD1_110_A,SD1_110_A_H16,True,16.0,16.0,0,False,False,1,0.0017536387222727523,0.0,0.006222020220212838,0.02656020376412589,0.045897740229588105,0.081555481669039,0.20186746045102674,0.3989148516931073,0.6144791287890257,0.823866906146341,0.9104142926238639,0.9435088300267659,0.9009079604378387,0.9160907274021424,0.9625717981264608,1.0,0.9728730293437511,0.9385437811948167,0.9633399544855747,0.9966831975860363,0.977304231979082,0.9486730868631071,0.9738125363674798,0.9984003305215265,0.9709926174543346,0.9335347261535168,0.9428826345863067,0.9260862355626903,0.9434753863109263,0.9481205669415025,0.968695425708874,0.96738459523204,0.9496441513978247
SD1,SD1_111,Diauxic,SD1_111_A,SD1_111_A_H8,False,16.0,8.0,1,False,False,1,0.0,0.04949136314394483,0.11191118689680589,0.18183771501241527,0.30312791717418053,0.514451974764711,0.7232799176409912,0.8578130768223311,0.8841600640993784,0.8901302357996507,0.848498050477045,0.8723832141991318,0.83730490206263,0.8240798097482982,0.8617378245427803,0.9152484339366443,1.0,,,,,,,,,,,,,,,,
SD1,SD1_111,Diauxic,SD1_111_A,SD1_111_A_H10,False,16.0,10.0,1,False,False,1,0.0,0.03100060888159488,0.07009940147278827,0.1139002752182728,0.18987454384874788,0.3222445987527052,0.4530511267892573,0.5373205747180991,0.5538239117833672,0.5575635331249295,0.5314857892099272,0.546447078848842,0.5244745776751045,0.5161905885461903,0.5397789747562372,0.5831782103020096,0.636715562009133,0.7846534964504536,0.9275838075810732,0.9946590005566031,1.0,,,,,,,,,,,,
SD1,SD1_111,Diauxic,SD1_111_A,SD1_111_A_H12,False,16.0,12.0,1,False,False,1,0.0,0.0310876414249018,0.07029620177492982,0.11422004411937622,0.19040760642579324,0.323149283144663,0.45432304347847907,0.5388290733533185,0.5553787426504252,0.5591288627779178,0.532977906998423,0.5479811996539043,0.5259470118640339,0.5176397658808634,0.5412943752174368,0.5848154517845114,0.6385031067291869,0.7868563689705251,0.9301879492678524,1.0,0.9837987002929376,0.9953688191954303,0.950857408715821,0.9372885509916902,0.9345934467057678,,,,,,,,
SD1,SD1_112,Flat,SD1_112_A,SD1_112_A_H10,False,16.0,10.0,1,False,False,1,0.2341411606675212,0.0450882015472018,0.06303036014015012,0.2837414877988581,0.700439340875433,1.0,0.5786855291008683,0.19658857896624543,0.06653311101150625,0.0897388469959933,0.0,0.07736898490717957,0.07643512714329931,0.13264340909524514,0.2384811223582855,0.36824898854649074,0.3147992296869135,0.10871847991765865,0.35452676177808307,0.4068217998319776,0.443431206674907,,,,,,,,,,,,
SD1,SD1_112,Flat,SD1_112_A,SD1_112_A_H12,False,16.0,12.0,1,False,False,1,0.2341411606675212,0.0450882015472018,0.06303036014015012,0.2837414877988581,0.700439340875433,1.0,0.5786855291008683,0.19658857896624543,0.06653311101150625,0.0897388469959933,0.0,0.07736898490717957,0.07643512714329931,0.13264340909524514,0.2384811223582855,0.36824898854649074,0.3147992296869135,0.10871847991765865,0.35452676177808307,0.4824180832567884,0.5797174714186124,0.24616659027400975,0.13652454864354352,0.14380331620423306,0.23178948151606396,,,,,,,,
